id,has_availability,availability_30,availability_60,availability_90,availability_365
16424205,1,23,53,83,358
16428014,1,28,58,88,363
16462052,1,23,53,83,358
16477283,1,23,53,83,358
16519375,1,15,45,75,350
16552273,1,0,24,54,329
16578603,1,29,59,89,364
16612155,1,0,0,0,57
16650721,1,29,59,89,364
16742820,1,30,60,90,97
16743909,1,30,60,90,97
16744167,1,30,60,90,97
16745292,1,30,60,90,97
16750061,1,30,60,90,97
16798945,1,25,55,85,360
16846533,1,30,60,90,97
16848828,1,30,60,90,97
16966634,1,16,46,76,351
17016908,1,14,29,55,328
17053896,1,30,60,90,365
17179470,1,0,0,0,175
17191773,1,30,60,90,365
17275135,1,29,59,89,364
17488373,1,0,24,54,329
17519803,1,0,24,54,329
17601150,1,27,57,87,362
17615250,1,0,24,54,329
17626886,1,0,24,54,329
17641382,1,29,59,89,364
17643521,1,28,58,88,363
17684352,1,0,0,1,276
17736530,1,23,53,83,95
17766467,1,0,24,54,329
17778761,1,30,60,90,181
17780022,1,30,60,90,365
17868078,1,27,57,87,362
17927897,1,5,22,48,322
17928170,1,18,48,78,353
17928273,1,2,20,44,319
17929480,1,0,24,54,329
17947055,1,0,24,54,329
17951810,1,0,0,13,288
18000521,1,30,60,90,365
18052476,1,0,24,54,145
18109887,1,30,60,90,91
18151459,1,0,0,24,299
18166182,1,30,60,90,365
18169687,1,0,0,3,278
18184250,1,29,59,89,364
18199481,1,3,20,38,313
18202395,1,3,23,52,324
18235755,1,0,24,54,329
18253219,1,0,0,14,289
18286281,1,0,0,18,293
18342015,1,4,34,64,245
18421322,1,25,55,85,360
18434466,1,29,59,89,364
18452100,1,25,55,85,360
18452100,1,25,55,85,360
18508828,1,5,5,5,235
18513959,1,0,24,54,329
18674998,1,30,60,90,97
18675202,1,30,60,90,97
18858584,1,30,60,90,97
18899288,1,30,60,90,365
18978986,1,30,60,90,91
19009415,1,28,58,88,363
19056267,1,28,58,88,363
19107598,1,0,0,0,171
19200431,1,24,54,84,359
19218794,1,30,60,90,91
19282261,1,30,60,90,365
19595322,1,0,0,0,31
19595827,1,30,51,81,356
19648215,1,30,60,90,365
19774490,1,25,55,85,360
19801431,1,0,24,54,329
19831199,1,30,60,90,365
19895150,1,30,60,90,365
20016031,1,30,60,90,365
20016671,1,30,60,90,365
20084815,1,30,60,90,365
20096441,1,0,0,0,31
20459428,1,0,24,54,329
20539655,1,0,0,0,238
20625688,1,0,24,54,329
20625726,1,0,24,54,329
20625773,1,0,24,54,329
20631625,1,29,59,89,364
20778113,1,30,60,90,91
20824274,1,0,24,54,329
20856422,1,0,24,54,329
20877332,1,27,57,87,362
20904654,1,30,60,90,365
20984770,1,28,58,88,363
21013726,1,25,55,85,360
21015410,1,25,55,85,360
21015787,1,25,55,85,360
21015873,1,29,59,89,96
21015874,1,29,59,89,96
21015876,1,29,59,89,96
21015880,1,27,57,87,94
21015881,1,0,24,54,61
21015977,1,0,24,54,61
21154124,1,0,0,15,290
21227203,1,29,59,89,364
21283595,1,30,60,90,97
21370642,1,0,0,18,60
21402272,1,30,60,90,365
21415749,1,29,59,89,359
21419965,1,30,60,90,180
21420790,1,0,5,14,194
21428446,1,24,53,83,356
21553387,1,20,50,79,353
21605333,1,15,36,63,331
21626008,1,27,57,87,362
21650745,1,30,60,90,365
21670282,1,30,60,90,365
21703476,1,0,24,54,329
21722898,1,0,24,54,329
21755679,1,27,57,87,362
21758153,1,0,0,22,297
21772057,1,0,24,54,329
21854678,1,6,13,33,277
21854687,1,14,42,72,322
21854697,1,9,34,47,267
21865119,1,0,24,54,329
21888290,1,30,60,90,365
21916263,1,29,59,89,364
21928795,1,0,24,54,329
21970302,1,0,24,54,329
21970302,1,0,24,54,329
22007320,1,29,59,89,180
22019165,1,0,24,54,329
22021287,1,2,2,5,158
22051992,1,0,24,54,329
22177543,1,12,25,52,285
22193170,1,0,0,19,291
22196788,1,28,58,88,363
22214451,1,0,24,54,329
22233862,1,30,60,90,90
22267147,1,0,24,54,329
22345943,1,0,24,54,329
22361966,1,27,57,87,362
22376153,1,0,24,54,329
22395492,1,0,24,54,329
22472031,1,23,53,83,358
22561172,1,30,60,90,97
22588306,1,14,44,65,335
22590845,1,0,24,54,329
22594189,1,30,60,90,97
22720008,1,25,55,85,360
22745179,1,0,10,40,195
22798533,1,8,38,66,328
22890318,1,11,37,67,342
22912035,1,30,60,90,217
22912163,1,23,53,81,194
22918883,1,29,59,89,364
22971370,1,19,47,77,352
22990388,1,29,59,85,206
22990457,1,30,60,90,217
23015765,1,0,0,0,0
23045739,1,29,59,89,96
23048720,1,0,24,54,329
23052237,1,0,0,0,268
23063409,1,29,59,89,96
23070167,1,30,60,90,91
23070535,1,0,24,54,329
23080358,1,0,24,54,329
23094299,1,8,38,66,328
23097015,1,0,24,54,329
23112197,1,29,34,64,154
23169041,1,0,0,0,268
23279111,1,30,60,90,91
23315012,1,9,30,39,314
23318905,1,29,59,89,364
23345095,1,30,60,90,91
23348921,1,0,24,54,329
23360633,1,0,30,60,335
23361035,1,23,53,83,358
23362375,1,29,59,89,364
23362544,1,30,60,90,365
23380147,1,30,60,90,97
23380199,1,30,60,90,97
23380866,1,30,60,90,97
23613551,1,30,60,90,181
23733935,1,30,60,90,365
23760158,1,30,60,90,90
23861900,1,14,41,71,341
23862116,1,30,60,90,365
23874999,1,30,60,90,365
24125960,1,13,43,73,348
24161078,1,8,38,68,335
24170288,1,27,57,87,362
24222226,1,0,24,54,329
24300044,1,0,24,54,329
24447655,1,9,39,53,309
24500374,1,27,57,87,362
24506349,1,29,59,89,364
24528929,1,0,5,35,310
24569607,1,0,24,54,329
24586538,1,29,59,89,180
24606096,1,14,44,74,339
24618190,1,29,59,89,364
24635669,1,0,24,54,329
24636266,1,0,24,54,329
24636530,1,0,24,54,329
24660198,1,15,26,47,261
24682695,1,30,60,90,97
24720145,1,29,59,89,270
24725185,1,30,60,90,365
24785613,1,25,55,85,360
24855606,1,0,26,45,320
24863189,1,30,60,90,181
24900530,1,19,49,79,354
24919927,1,0,24,54,329
24972169,1,0,24,54,329
25087117,1,0,24,54,329
25183317,1,21,51,81,356
25183623,1,0,0,10,285
25183926,1,0,0,5,280
25184205,1,0,0,26,301
25324517,1,13,34,63,320
25353206,1,0,24,54,329
25424295,1,0,0,9,227
25432123,1,0,24,54,329
25432123,1,0,24,54,329
25435388,1,30,60,90,365
25711980,1,29,59,89,364
25797887,1,0,24,54,329
25860399,1,0,24,54,329
25877353,1,29,59,89,364
25899420,1,30,60,90,91
25909373,1,0,24,54,329
25926356,1,29,59,89,364
25927281,1,29,59,89,364
25963531,1,0,24,54,329
25985995,1,29,59,89,364
26108482,1,29,59,89,269
26183286,1,0,0,0,237
26207243,1,29,59,89,364
26290281,1,0,24,54,329
26293068,1,25,55,85,360
26382243,1,0,24,54,329
26583889,1,0,0,0,141
26584687,1,29,59,89,364
26722862,1,0,24,54,329
26791029,1,29,59,89,364
26822021,1,28,58,88,363
26965345,1,30,60,90,365
27091696,1,0,24,54,329
27125463,1,25,55,85,360
27141929,1,30,60,90,365
27173843,1,0,24,54,329
27174440,1,0,24,54,329
27343211,1,30,60,90,91
27816487,1,29,59,89,364
27858471,1,0,24,54,329
27882577,1,25,55,85,360
28000993,1,29,59,89,364
28264364,1,0,0,14,289
28321986,1,0,0,0,268
28522862,1,0,24,54,329
28536238,1,3,15,21,162
28649449,1,6,12,33,304
28700151,1,0,24,54,329
28772425,1,0,24,54,329
28789161,1,29,59,89,364
28998042,1,30,60,90,364
28998145,1,28,58,88,363
28998161,1,29,59,89,364
28998181,1,30,57,87,362
28998191,1,28,58,88,363
29072228,1,0,24,54,329
29076794,1,30,60,90,365
29180163,1,30,60,90,365
29302695,1,29,59,89,364
29302695,1,29,59,89,364
29344002,1,25,55,85,360
29355663,1,0,24,54,329
29525299,1,27,57,87,362
29525951,1,30,60,90,365
29526074,1,18,41,71,341
29546144,1,29,59,89,364
29547507,1,29,59,89,364
29548114,1,29,59,89,364
29548473,1,29,59,89,364
29549880,1,29,59,89,364
29552115,1,6,36,66,341
29552643,1,19,49,78,353
29554536,1,19,43,69,241
29579499,1,20,49,79,354
29580481,1,17,38,68,325
29581373,1,24,54,84,359
29634299,1,28,58,88,363
29725544,1,27,57,87,362
29768671,1,25,55,85,360
29977663,1,0,24,54,329
30031199,1,0,0,0,259
30046453,1,0,24,54,329
30058572,1,0,24,54,329
30096510,1,30,60,90,90
30234271,1,0,24,54,329
30274603,1,28,58,88,178
30407285,1,30,60,90,365
30410480,1,0,24,54,329
30431950,1,0,24,54,329
30431950,1,0,24,54,329
30434753,1,0,24,54,329
30453430,1,0,24,54,329
30453430,1,0,24,54,329
30494592,1,0,24,54,329
30520209,1,0,24,54,329
30520904,1,0,24,54,329
30543386,1,25,55,85,360
30570119,1,0,24,54,329
30578632,1,30,60,90,91
30687199,1,30,60,90,363
30776617,1,0,24,54,329
30783602,1,30,60,90,365
30878734,1,0,24,54,329
30966211,1,0,24,54,329
31002918,1,17,46,75,349
31003554,1,15,20,49,324
31081282,1,0,24,54,329
31107843,1,0,24,54,329
31112721,1,0,24,54,329
31114726,1,28,58,88,363
31129905,1,0,24,54,329
31155160,1,0,24,54,329
31196834,1,29,59,89,364
31201327,1,29,59,89,364
31218304,1,30,60,90,180
31219674,1,29,59,89,364
31275547,1,28,58,88,363
31276318,1,28,58,88,363
31276318,1,28,58,88,363
31348508,1,29,59,89,364
31424549,1,12,42,72,342
31424940,1,5,20,40,282
31457968,1,15,45,75,193
31506096,1,30,60,90,90
31573008,1,30,60,90,365
31580959,1,29,59,62,313
31604515,1,29,59,89,364
31604616,1,29,59,89,364
31658769,1,29,59,89,364
31886652,1,19,49,79,259
32003564,1,28,58,88,363
32035890,1,0,24,54,329
32035890,1,0,24,54,329
32171204,1,0,24,54,329
32222890,1,0,24,54,329
32295511,1,29,59,89,364
32296304,1,0,0,23,179
32303894,1,30,60,90,365
32309635,1,0,0,0,148
32376196,1,0,0,15,290
32394595,1,0,0,0,0
32488562,1,25,55,85,360
32526213,1,29,59,89,96
32533341,1,29,59,89,364
32576311,1,23,41,71,341
32623479,1,10,29,59,66
32723994,1,25,55,85,360
32729464,1,0,24,54,329
32729775,1,0,24,54,329
32730349,1,9,18,31,146
32732351,1,0,24,54,329
32748783,1,25,55,85,360
32777995,1,0,24,54,329
32818879,1,25,55,85,360
32821771,1,25,55,85,360
32822582,1,0,24,54,329
32832467,1,0,24,54,329
32846195,1,0,24,54,329
32873124,1,0,24,54,329
32874731,1,25,55,85,360
32906878,1,29,59,89,364
32908981,1,29,59,89,364
32949187,1,25,55,85,360
32949544,1,25,55,85,360
33028364,1,29,59,89,180
33029085,1,29,59,89,180
33050985,1,0,0,0,0
33060127,1,29,59,89,364
33061316,1,29,59,89,364
33061606,1,29,59,89,364
33076582,1,25,55,85,360
33079469,1,25,55,85,360
33081780,1,0,24,54,329
33085177,1,29,59,89,364
33085362,1,0,24,54,329
33098686,1,25,55,85,360
33119907,1,25,55,85,360
33147781,1,29,59,89,364
33155188,1,0,24,54,329
33175321,1,29,59,89,364
33208103,1,29,59,89,364
33208709,1,29,59,89,364
33216747,1,25,55,85,360
33238214,1,30,60,90,91
33330793,1,0,24,54,329
33388955,1,0,0,0,148
33460906,1,0,24,54,329
33477122,1,25,55,85,360
33515578,1,28,58,88,363
33604276,1,30,60,90,365
33622349,1,29,59,89,364
33634552,1,0,0,0,89
33669171,1,0,0,0,117
33722089,1,0,24,54,329
33734018,1,14,44,74,349
33792104,1,0,24,54,329
33815699,1,29,59,89,364
33836101,1,0,0,0,7
33885738,1,25,55,85,360
33888989,1,30,60,90,363
33894843,1,29,59,89,364
33982757,1,25,55,83,83
33999107,1,25,55,85,360
34010187,1,23,53,83,358
34052336,1,29,59,89,364
34068805,1,29,59,89,364
34071208,1,18,48,76,76
34071596,1,19,49,77,77
34071837,1,9,37,65,65
34072244,1,15,45,73,73
34076777,1,0,24,54,329
34082010,1,0,24,54,329
34186257,1,29,59,89,364
34236667,1,0,0,0,237
34243743,1,30,60,90,365
34271538,1,0,24,54,329
34271538,1,0,24,54,329
34346401,1,0,24,54,329
34373954,1,25,55,85,360
34454047,1,30,60,90,365
34489654,1,30,60,90,91
34526007,1,0,0,0,0
34569244,1,30,60,90,365
34569884,1,30,60,90,365
34579286,1,0,10,40,315
34627895,1,28,58,88,363
34634297,1,24,50,80,355
34654117,1,29,59,89,364
34675596,1,29,59,89,364
34699073,1,29,59,89,364
34770802,1,30,60,90,365
34790062,1,28,58,88,363
34804905,1,30,60,90,91
34819352,1,30,60,90,365
34909010,1,0,24,54,329
34909012,1,0,24,54,329
34930444,1,0,24,54,329
34932388,1,0,24,54,329
34964444,1,0,24,54,329
35026116,1,25,55,85,360
35030220,1,30,60,90,91
35102472,1,0,0,0,87
35181133,1,25,55,85,360
35185755,1,29,59,89,364
35185822,1,29,59,89,364
35328831,1,28,58,88,363
35359778,1,30,60,90,365
35363901,1,29,59,89,364
35429425,1,29,59,89,364
35477254,1,29,59,89,364
35483332,1,29,59,89,364
35483354,1,29,59,89,364
35483358,1,29,59,89,364
35505259,1,29,59,89,364
35505259,1,29,59,89,364
35505740,1,29,59,89,364
35506195,1,29,59,89,364
35506661,1,29,59,89,364
35628829,1,29,59,89,364
35656521,1,29,59,89,364
35656871,1,29,59,89,364
35693228,1,29,59,89,364
35723337,1,23,53,83,263
36008984,1,29,59,89,364
36009935,1,29,59,89,364
36010500,1,29,59,89,364
36013750,1,29,59,89,364
36016056,1,29,59,89,364
36122224,1,29,59,89,364
36129690,1,30,60,90,365
36131561,1,29,59,89,364
36156090,1,29,59,89,364
36156663,1,29,59,89,364
36216542,1,0,6,36,311
36226718,1,27,57,87,268
36252767,1,29,59,89,364
36264042,1,29,59,89,180
36285087,1,29,59,89,269
36285346,1,29,59,89,364
36324726,1,29,59,89,364
36325967,1,27,57,87,362
36333873,1,29,59,89,364
36354920,1,0,0,3,278
36490863,1,27,57,87,178
36530311,1,25,55,85,360
36581961,1,30,60,90,365
36652759,1,30,60,90,365
36681333,1,28,58,88,363
36808814,1,30,60,90,181
36852543,1,29,59,89,364
36983957,1,29,59,89,364
36989732,1,3,3,3,271
37111118,1,0,0,13,233
37169326,1,29,59,89,364
37219959,1,25,55,85,360
37219965,1,25,55,85,360
37219971,1,25,55,85,360
37234668,1,29,59,89,364
37236875,1,30,60,90,365
37257081,1,30,60,90,365
37299191,1,29,59,89,364
37312985,1,29,59,89,364
37313724,1,29,59,89,364
37314737,1,29,59,89,364
37334803,1,29,59,89,364
37444884,1,0,24,54,329
37576690,1,1,1,1,1
37586357,1,25,55,85,360
37587133,1,29,59,89,364
37605217,1,0,24,54,329
37646663,1,29,59,89,364
37646663,1,29,59,89,364
37647172,1,29,59,89,364
37648135,1,29,59,89,364
37794307,1,0,24,54,329
37905248,1,25,55,85,360
37916346,1,27,56,86,361
37947662,1,30,60,90,365
37958355,1,29,59,89,364
37999599,1,30,60,90,365
38005247,1,0,24,54,329
38033643,1,29,59,89,364
38034121,1,29,59,89,364
38035489,1,0,24,54,329
38134989,1,30,60,90,365
38136195,1,27,57,87,94
38305984,1,16,34,44,319
38307308,1,19,49,79,354
38307486,1,23,53,83,174
38332556,1,29,59,89,364
38388737,1,4,33,59,59
38478522,1,0,24,54,329
38498535,1,30,60,90,365
38523541,1,30,60,90,365
38526126,1,29,59,89,364
38530815,1,0,24,54,329
38639800,1,0,24,54,329
38788624,1,29,59,89,364
38824582,1,30,60,90,365
38824684,1,29,59,89,180
38837741,1,29,59,89,364
38910295,1,0,24,54,329
38914093,1,19,49,77,77
38915453,1,29,59,89,364
38915787,1,29,59,89,364
38916143,1,10,38,66,66
38935611,1,30,60,90,365
38939902,1,13,42,70,70
38951604,1,30,60,90,365
38965851,1,30,60,90,365
38986709,1,12,42,70,70
39014250,1,21,51,79,79
39115031,1,0,24,54,329
39119402,1,24,48,77,248
39119415,1,24,48,75,247
39155845,1,0,0,0,83
39158146,1,0,0,9,103
39212348,1,29,59,89,364
39214180,1,29,59,89,364
39293936,1,0,0,0,48
39338786,1,28,58,88,363
39345579,1,0,24,54,329
39380253,1,0,24,54,329
39401038,1,29,59,89,364
39401945,1,29,59,89,364
39403510,1,29,59,89,364
39404193,1,29,59,89,364
39404728,1,29,59,89,364
39404880,1,29,59,89,364
39405623,1,29,59,89,364
39406103,1,29,59,89,364
39406586,1,29,59,89,364
39451138,1,0,0,19,294
39451764,1,0,24,54,329
39488084,1,0,24,54,329
39589304,1,21,51,79,79
39612598,1,0,24,54,329
39638066,1,30,60,90,365
39653480,1,30,60,90,365
39657837,1,0,0,0,178
39679521,1,0,0,0,268
39689162,1,0,28,58,333
39767724,1,0,24,54,329
39811470,1,30,60,90,90
39822559,1,0,24,54,329
40043690,1,29,59,89,364
40072058,1,30,60,90,365
40149431,1,29,59,89,180
40185785,1,29,59,89,364
40198092,1,30,60,90,90
40211954,1,30,60,90,365
40213569,1,27,57,87,178
40226189,1,28,58,88,363
40267527,1,30,60,90,91
40267722,1,30,60,90,91
40294463,1,29,59,89,180
40314515,1,29,59,89,364
40315763,1,25,55,85,360
40321693,1,30,60,90,365
40354419,1,29,59,89,364
40354655,1,29,59,89,364
40361907,1,29,59,89,270
40382084,1,29,59,89,364
40479903,1,29,59,89,180
40551114,1,0,24,54,329
40567661,1,25,55,85,360
40597586,1,30,60,90,365
40605925,1,29,59,89,364
40641448,1,29,59,89,364
40642051,1,25,55,85,360
40642810,1,30,60,90,365
40681844,1,30,60,90,365
40687175,1,30,60,90,365
40690201,1,28,58,88,363
40712481,1,29,59,89,364
40736423,1,29,59,89,96
40736566,1,29,59,89,96
40765359,1,30,60,90,365
40769351,1,25,55,85,360
40833390,1,0,25,55,330
40849480,1,30,60,90,365
40850159,1,30,60,90,365
40856084,1,29,59,89,364
40862235,1,30,60,90,91
40875632,1,29,59,89,96
40901829,1,30,60,90,365
40902252,1,0,0,0,237
40904017,1,30,60,90,365
40904264,1,30,60,90,365
40904925,1,29,59,89,180
40905313,1,29,59,89,180
40905639,1,29,59,89,180
40933623,1,14,44,74,338
40936924,1,0,21,51,232
40953263,1,29,59,89,364
40966161,1,0,0,15,289
40974363,1,18,41,55,325
40974569,1,18,45,75,345
40975409,1,7,14,44,306
40975518,1,23,53,83,358
40975603,1,14,41,71,340
40975736,1,15,41,69,341
40983826,1,30,60,90,91
41014661,1,29,59,89,364
41014693,1,29,59,89,364
41032819,1,29,59,89,96
41033189,1,29,59,89,96
41070234,1,29,59,89,96
41089548,1,29,59,89,364
41090834,1,20,43,71,346
41090879,1,16,46,76,351
41091240,1,26,56,86,361
41091895,1,12,25,52,285
41116039,1,24,42,72,342
41116137,1,25,40,57,327
41116342,1,25,53,83,355
41117291,1,17,44,74,349
41120765,1,30,60,90,91
41158163,1,8,38,66,328
41202185,1,29,59,89,364
41214546,1,0,24,54,329
41299496,1,0,24,54,329
41299496,1,0,24,54,329
41303291,1,0,24,54,329
41323209,1,0,24,54,329
41388877,1,25,55,85,360
41419891,1,29,59,89,364
41439350,1,28,58,88,358
41439736,1,29,59,89,364
41460941,1,28,58,88,363
41476885,1,28,58,88,363
41481981,1,10,36,62,70
41482560,1,10,35,65,74
41566195,1,0,24,54,329
41568582,1,29,59,89,364
41570615,1,30,60,90,91
41626102,1,29,59,89,364
41650236,1,29,59,89,364
41703280,1,29,59,89,364
41889066,1,0,24,54,319
41948477,1,0,24,54,329
42011728,1,30,60,90,91
42079535,1,28,55,83,358
42079889,1,23,53,83,358
42081657,1,29,59,89,364
42144452,1,0,24,54,329
42184804,1,29,59,89,364
42190445,1,0,24,54,329
42214291,1,29,59,89,364
42238629,1,29,59,89,364
42301284,1,29,59,89,364
42301881,1,29,59,89,364
42337015,1,5,35,65,156
42337552,1,0,24,45,313
42337799,1,3,27,51,326
42417293,1,30,60,90,365
42545364,1,29,59,89,364
42545850,1,0,0,0,246
42555321,1,0,0,0,238
42555446,1,0,0,0,238
42555518,1,0,0,0,238
42555592,1,0,0,0,238
42555640,1,0,0,0,238
42588720,1,29,59,89,364
42654230,1,29,59,89,364
42693235,1,0,24,54,329
42697304,1,0,0,0,209
42700800,1,1,1,1,239
42750393,1,0,0,0,209
42752743,1,0,24,54,329
42753075,1,30,60,90,365
42796548,1,28,58,88,269
42804408,1,22,52,82,83
42872451,1,0,24,54,329
42882253,1,30,60,90,365
42885763,1,29,59,89,364
42885911,1,29,58,88,363
42886241,1,29,59,89,364
42913012,1,30,60,90,365
42932845,1,29,59,89,364
